Id_solicitud,mes_solictud,Default_60dias_12meses,tipo_casa,edad,fec_ing_empleo,antg_max_tc,meses_pasivo_12,ingreso,mto_lin_cred_sistemafinanciero,mto_deuda_prom_sistemafinanciero,Departamento,max_clas_riesg,nivel_educ
1012,200911,1,PROPIA,34,37469,99,12,11000,14405.44,1892.47,Santa Cruz,0,PROFESIONAL
1013,200911,1,FAMILIAR,25,37865,25,12,3067.4,0,0,La Paz,0,PROFESIONAL
1014,200911,0,PROPIA,29,39270,10,12,974.73,900,1435.47,Santa Cruz,0,TECNICO
1015,200911,1,FAMILIAR,35,38991,111,12,12699,17600,57094.38,La Paz,0,PROFESIONAL
1016,200911,1,FAMILIAR,25,38108,11,12,5300,214.96,2274.39,La Paz,1,PROFESIONAL
1017,200911,1,FAMILIAR,28,39448,0,12,2824.63,1500,9280.7,Santa Cruz,1,TECNICO
1018,200911,0,FAMILIAR,45,31523,49,12,6529.52,5700,3200,Santa Cruz,0,TECNICO
1019,200911,1,FAMILIAR,30,38565,0,12,1200,400,1349.77,Santa Cruz,0,TECNICO
1020,200911,1,FAMILIAR,56,37895,7,12,3000,240.22,0,Santa Cruz,0,PROFESIONAL
1021,200911,1,FAMILIAR,29,38930,0,12,3000,14830.34,3500.19,Santa Cruz,0,TECNICO
1022,200911,0,FAMILIAR,32,38261,0,12,2850,1008.08,0,Cochabamba,1,TECNICO
1023,200911,0,FAMILIAR,62,36526,12,12,10000,23713.46,2240.51,La Paz,0,PROFESIONAL
1024,200911,0,FAMILIAR,49,36257,54,12,3637.79,10040,4923.96,Santa Cruz,0,PROFESIONAL
1025,200911,0,FAMILIAR,42,39173,19,12,3100,5000,1152.51,La Paz,2,PROFESIONAL
1026,200911,1,FAMILIAR,46,35855,101,12,2581,13855,1813.04,Santa Cruz,0,PROFESIONAL
1027,200911,1,FAMILIAR,38,35796,32,12,15000,2598.08,2569.72,La Paz,0,PROFESIONAL
1028,200911,1,PROPIA,48,38169,22,12,2100,2335.33,2901.56,Santa Cruz,1,EDUCACION BASICA
1029,200911,1,PROPIA,24,38930,9,12,1415.79,0,3770.55,Santa Cruz,0,TECNICO
1030,200911,1,PROPIA,33,39083,68,12,1400,3322,8433.16,La Paz,0,SIN EDUCACION
1031,200911,1,PROPIA,31,38808,12,12,1400,2929,545.2,La Paz,0,PROFESIONAL
1032,200911,1,FAMILIAR,29,38034,10,12,1672.53,1800,472.36,La Paz,3,TECNICO
1033,200911,1,FAMILIAR,30,36678,49,12,1381.95,800,6642.76,Santa Cruz,0,TECNICO
1034,200911,0,FAMILIAR,37,38991,0,12,3249.43,0,7328.63,La Paz,0,TECNICO
1035,200911,1,FAMILIAR,31,36982,8,12,1500,7467.8,2827.69,La Paz,2,PROFESIONAL
1036,200911,0,FAMILIAR,25,39087,7,12,915.4,1700,4317.68,Santa Cruz,0,TECNICO
1037,200911,0,FAMILIAR,66,34639,8,12,15000,47314.18,0,La Paz,0,PROFESIONAL
1038,200911,1,PROPIA,38,38018,9,12,1567.85,2100,5478.81,Santa Cruz,0,TECNICO
1039,200911,0,PROPIA,44,33604,0,0,2000,2698.28,10326.06,La Paz,0,PROFESIONAL
1040,200911,1,FAMILIAR,39,38443,96,2,2000,4688,10120.93,La Paz,0,PROFESIONAL
1041,200911,1,FAMILIAR,36,37622,22,12,1050,3656.81,0,La Paz,0,TECNICO
1042,200911,1,FAMILIAR,42,31168,91,12,2208,5734.82,4868.39,La Paz,2,PROFESIONAL
1043,200911,1,PROPIA,40,35096,40,12,5300,4545.43,0,La Paz,3,PROFESIONAL
1044,200911,1,FAMILIAR,35,38961,0,12,1200,0,2076.38,La Paz,0,TECNICO
1045,200911,0,PROPIA,37,39083,25,12,11200,11040,1793.43,Santa Cruz,0,PROFESIONAL
1046,200911,1,FAMILIAR,30,38602,9,0,3889,6680,73.91,Santa Cruz,0,PROFESIONAL
1047,200911,1,FAMILIAR,43,36982,58,0,15269.05,4002.63,0,La Paz,2,PROFESIONAL
1048,200911,1,PROPIA,57,28970,0,12,2634,0,0,Cochabamba,0,EDUCACION BASICA
1049,200911,1,FAMILIAR,65,24464,22,12,3057,0,3245.18,Santa Cruz,0,TECNICO
1050,200911,1,FAMILIAR,48,38078,11,12,3500,9750,3924.18,La Paz,0,TECNICO
1051,200911,0,PROPIA,28,36904,0,12,2105.77,6900,9632.75,Santa Cruz,2,PROFESIONAL
1052,200911,0,FAMILIAR,33,38777,0,0,2500,0.26,0,La Paz,0,PROFESIONAL
1053,200911,1,FAMILIAR,31,37316,7,12,966.95,2070,0,Cochabamba,0,PROFESIONAL
1054,200911,1,FAMILIAR,28,38626,26,12,3000,7741.03,0,La Paz,0,PROFESIONAL
1055,200911,0,PROPIA,46,36312,103,12,30000,46751.59,0,Santa Cruz,0,PROFESIONAL
1056,200911,1,FAMILIAR,37,37987,9,3,20285.08,48420.4,0,La Paz,1,PROFESIONAL
1057,200911,1,FAMILIAR,23,38899,0,12,1444.95,0,3421.65,Santa Cruz,0,TECNICO
1058,200911,0,FAMILIAR,56,36281,87,12,5500,12515.02,3785.82,La Paz,1,PROFESIONAL
1059,200911,1,FAMILIAR,28,38443,4,12,2100,698.4,669.12,Cochabamba,0,PROFESIONAL
1060,200911,1,FAMILIAR,27,38687,14,12,1455.18,4500,1221.69,La Paz,0,PROFESIONAL
1061,200911,1,FAMILIAR,59,27211,26,12,3737.54,0,449.76,Cochabamba,0,TECNICO
1062,200911,1,FAMILIAR,45,38353,22,12,930,6019.63,510.04,La Paz,0,TECNICO
1063,200911,1,FAMILIAR,38,37438,15,12,1200,0,0,Santa Cruz,0,TECNICO
1064,200911,1,PROPIA,49,38412,7,6,15000,16330.8,413.56,Santa Cruz,4,TECNICO
1065,200911,1,FAMILIAR,59,38169,0,12,5212.22,3420,5118.55,La Paz,0,TECNICO
1066,200911,1,FAMILIAR,32,38718,0,12,2500,0,0,Cochabamba,0,PROFESIONAL
1067,200911,1,FAMILIAR,40,37987,0,5,6000,5000,57094.38,Potosi,0,EDUCACION BASICA
1068,200911,1,PROPIA,38,36312,89,12,6500,1579.16,0,La Paz,0,PROFESIONAL
1069,200911,1,FAMILIAR,41,38838,0,2,2000,3736,4659.32,Santa Cruz,1,TECNICO
1070,200911,1,PROPIA,25,37681,18,12,1200,0,0,La Paz,0,PROFESIONAL
1071,200911,0,PROPIA,38,39326,50,12,2450,26960,3274.31,Santa Cruz,0,PROFESIONAL
1072,200911,0,FAMILIAR,56,27030,72,12,11000,114584.07,2590.72,La Paz,0,PROFESIONAL
1073,200911,0,PROPIA,54,35462,83,12,10046,30740.74,3817.64,La Paz,1,PROFESIONAL
1074,200911,1,FAMILIAR,30,38749,0,4,1400,0,2378.71,Santa Cruz,0,PROFESIONAL
1075,200911,0,PROPIA,30,35065,89,12,10500,2075.4,1512.31,La Paz,0,SUPERIOR
1076,200911,1,FAMILIAR,28,38961,29,12,3500,20510,1237.48,La Paz,1,TECNICO
1077,200911,1,FAMILIAR,36,38443,32,12,1200,9716.09,0,Santa Cruz,0,PROFESIONAL
1078,200911,1,FAMILIAR,27,39203,57,8,2000,31712.89,5725.1,La Paz,3,PROFESIONAL
1079,200911,1,FAMILIAR,33,38018,0,12,1000,0,1125.04,Santa Cruz,3,TECNICO
1080,200911,1,FAMILIAR,30,38139,11,11,2754,7644.93,1617.59,Santa Cruz,0,PROFESIONAL
1081,200911,1,FAMILIAR,59,31564,8,12,3134.09,3276.04,11976.98,Santa Cruz,1,PROFESIONAL
1082,200911,1,PROPIA,37,39539,12,12,2840,12410.99,3585.9,La Paz,1,TECNICO
1083,200911,1,FAMILIAR,28,39753,15,12,635.71,2115,825.37,La Paz,1,TECNICO
1084,200911,0,FAMILIAR,23,38777,23,12,2100,1200,1925.85,La Paz,0,SUPERIOR
1085,200911,0,FAMILIAR,26,38838,18,12,2100,2900,934.8,La Paz,0,PROFESIONAL
1086,200912,1,ALQUILADA,30,36647,0,12,11200,42109.17,0,La Paz,1,PROFESIONAL
1087,200912,1,FAMILIAR,22,38961,0,12,2100,0,3428.68,Santa Cruz,4,SUPERIOR
1088,200912,0,FAMILIAR,32,36251,60,12,15820,0,0,La Paz,0,PROFESIONAL
1089,200912,0,PROPIA,52,39605,25,10,1211.88,2780,11243.52,Santa Cruz,0,TECNICO
1090,200912,0,FAMILIAR,31,36557,68,12,6600,14638.48,2426.45,La Paz,3,PROFESIONAL
1091,200912,1,PROPIA,44,37408,26,12,1000,500,220.9,Cochabamba,0,TECNICO
1092,200912,1,FAMILIAR,39,38565,0,6,2100,0,1.33,Cochabamba,0,PROFESIONAL
1093,200912,0,FAMILIAR,47,36161,37,12,2500,10966.9,71.92,La Paz,0,PROFESIONAL
1094,200912,0,FAMILIAR,49,38718,55,12,3400,32250,0,Santa Cruz,1,PROFESIONAL
1095,200912,1,FAMILIAR,45,34386,74,1,1297,8530,0,Santa Cruz,1,PROFESIONAL
1096,200912,1,FAMILIAR,29,39209,7,12,691.46,1521.37,955.08,Cochabamba,0,TECNICO
1097,200912,1,PROPIA,48,35551,0,12,1400,1000,363.13,La Paz,0,TECNICO
1098,200912,0,FAMILIAR,35,37165,45,12,1415,9752.63,914.9,La Paz,1,PROFESIONAL
1099,200912,0,PROPIA,44,38961,88,5,3500,0,0,Santa Cruz,3,PROFESIONAL
1100,200912,1,FAMILIAR,47,38749,56,12,990.79,0,1779.01,Tarija,1,TECNICO
1101,200912,0,FAMILIAR,35,38504,46,12,30000,7290,5786.29,La Paz,0,PROFESIONAL
1102,200912,0,FAMILIAR,33,38991,45,12,13620.53,33619.6,6428.75,La Paz,2,PROFESIONAL
1103,200912,1,FAMILIAR,24,37956,12,12,890,323.36,53.33,Santa Cruz,0,TECNICO
1104,200912,1,PROPIA,39,36923,38,6,6545,30356.8,0,La Paz,0,PROFESIONAL
1105,200912,0,PROPIA,54,32599,115,12,30000,121543.4,42086.76,La Paz,1,PROFESIONAL
1106,200912,0,FAMILIAR,57,38200,24,12,1500,0,1164.75,Cochabamba,0,PROFESIONAL
1107,200912,1,FAMILIAR,58,32203,0,12,1600,3400,6332.89,La Paz,1,PROFESIONAL
1108,200912,0,FAMILIAR,24,39125,0,12,2055.37,750,3298.76,La Paz,0,TECNICO
1109,200912,0,FAMILIAR,43,39114,0,12,2400,12936.95,4107.47,La Paz,1,TECNICO
1110,200912,0,PROPIA,27,37637,0,12,1322.93,0,3135.28,Cochabamba,0,PROFESIONAL
1111,200912,1,PROPIA,42,35247,0,12,1500,0,2686.04,Santa Cruz,0,TECNICO
1112,200912,0,FAMILIAR,32,37469,8,12,2050,1550,5024.66,Santa Cruz,0,TECNICO
1113,200912,0,PROPIA,44,37987,16,12,2100,7013,2238.95,Santa Cruz,0,TECNICO
1114,200912,1,PROPIA,54,36892,91,12,6100,7603.97,3999.52,La Paz,2,PROFESIONAL
1115,200912,1,FAMILIAR,27,38991,0,12,800,0,3596.13,La Paz,0,TECNICO
1116,200912,1,FAMILIAR,35,39052,0,12,1061.62,1243.38,200,Santa Cruz,0,TECNICO
1117,200912,1,FAMILIAR,48,36465,30,4,5000,3021.68,2135.4,La Paz,2,TECNICO
1118,200912,1,FAMILIAR,40,36892,39,12,2100,3440,98.64,La Paz,0,TECNICO
1119,200912,1,FAMILIAR,43,39295,6,11,1300,6000,2846.91,La Paz,1,TECNICO
1120,200912,1,FAMILIAR,24,39264,0,12,1299.25,4457.31,2787.9,La Paz,0,PROFESIONAL
1121,200912,1,FAMILIAR,26,38626,0,12,1200,0,11964.98,Santa Cruz,0,TECNICO
1122,200912,1,FAMILIAR,22,38322,0,12,996.5,0,2280.05,Santa Cruz,0,TECNICO
1123,200912,1,FAMILIAR,22,38200,0,12,750,0,2541.5,Santa Cruz,0,TECNICO
1124,200912,1,FAMILIAR,41,39417,119,12,25500,25700,3980.35,La Paz,0,PROFESIONAL
1125,200912,1,PROPIA,23,39063,0,12,1510.49,0,1010.9,Santa Cruz,0,TECNICO
1126,200912,0,FAMILIAR,33,37865,0,12,1700,0,0,Santa Cruz,0,PROFESIONAL
1127,200912,1,PROPIA,40,38384,19,12,3900,9029.89,5550.49,Santa Cruz,0,PROFESIONAL
1128,200912,1,FAMILIAR,31,38919,10,12,1211.36,1960,15198.33,Santa Cruz,1,TECNICO
1129,200912,1,FAMILIAR,40,38047,7,0,3500,15374.14,7802.65,La Paz,1,PROFESIONAL
1130,200912,1,FAMILIAR,38,35855,37,12,3600,8813,9488.76,Santa Cruz,1,TECNICO
1131,200912,1,FAMILIAR,35,36526,24,12,1250,14105.62,1761.09,La Paz,1,PROFESIONAL
1132,200912,0,FAMILIAR,40,39142,29,12,3680.54,0,0,La Paz,0,TECNICO
1133,200912,0,PROPIA,44,36526,0,12,2100,0,0,La Paz,0,TECNICO
1134,200912,0,FAMILIAR,41,35339,13,12,6205,260,0,La Paz,0,PROFESIONAL
1135,200912,0,PROPIA,49,29952,95,12,19708,34385.13,1561.19,La Paz,1,PROFESIONAL
1136,200912,1,PROPIA,44,36161,0,1,2000,2456,10865.68,Potosi,0,PROFESIONAL
1137,200912,0,FAMILIAR,40,35796,0,12,3290.22,4343.23,1739.58,Santa Cruz,1,TECNICO
1138,200912,1,OTRAS,31,38657,12,12,1400,2600,4348.34,Santa Cruz,0,TECNICO
1139,200912,0,ALQUILADA,36,36526,42,12,30000,109400,57094.38,La Paz,0,PROFESIONAL
1140,200912,1,FAMILIAR,34,37165,0,12,2003.06,2930,4314.92,La Paz,0,SUPERIOR
1141,200912,0,PROPIA,36,36526,98,12,21300,110375.9,7117.6,La Paz,0,PROFESIONAL
1142,200912,1,FAMILIAR,37,37135,22,12,2234,10972.5,261.44,La Paz,0,TECNICO
1143,200912,1,PROPIA,50,37438,63,12,4600,33804.67,23737.22,La Paz,0,PROFESIONAL
1144,200912,1,FAMILIAR,27,36892,0,11,20000,0,57094.38,La Paz,0,PROFESIONAL
1145,200912,1,FAMILIAR,27,38078,0,12,3000,3341.21,0,La Paz,0,PROFESIONAL
1146,200912,0,FAMILIAR,34,39052,11,12,2066.59,1000,5356.8,Santa Cruz,0,TECNICO
1147,200912,0,FAMILIAR,40,36739,55,12,2500,2630.99,0,Santa Cruz,2,TECNICO
1148,200912,1,FAMILIAR,27,39173,17,12,2700,54481.46,57094.38,La Paz,1,PROFESIONAL
1149,200912,1,FAMILIAR,28,38596,14,12,2100,1614.73,82.4,La Paz,0,TECNICO
1150,200912,1,FAMILIAR,31,39083,0,3,1900,854.7,1596.7,La Paz,0,SUPERIOR
1151,200912,0,FAMILIAR,30,37956,0,0,2000,7315.41,0,Santa Cruz,0,PROFESIONAL
1152,200912,1,OTRAS,43,32813,0,12,3100,0,9906.08,Potosi,0,TECNICO
1153,200912,0,FAMILIAR,30,37043,45,12,3500,2330.55,1446.41,La Paz,0,PROFESIONAL
1154,200912,0,FAMILIAR,29,39417,0,12,1200,1804.83,2389.82,Santa Cruz,0,PROFESIONAL
1155,200912,1,FAMILIAR,31,38169,0,12,848.75,2700,2848.67,La Paz,1,TECNICO
1156,200912,1,PROPIA,45,37865,103,12,7500,16740,1311.47,Santa Cruz,0,PROFESIONAL
1157,200912,0,FAMILIAR,28,38047,30,12,2500,10480,884.91,Santa Cruz,0,PROFESIONAL
1158,200912,1,FAMILIAR,41,38686,17,12,1305.76,500,1750.25,La Paz,0,EDUCACION BASICA
1159,200912,1,PROPIA,30,38384,20,12,2350,14539.53,3770.13,La Paz,2,PROFESIONAL
1160,200912,1,FAMILIAR,64,23498,0,0,2093.37,4772,0,La Paz,1,TECNICO
1161,200912,1,FAMILIAR,24,37428,0,12,1434.17,500,3823.08,La Paz,0,PROFESIONAL
1162,200912,1,FAMILIAR,37,38353,0,12,1700,0,1197.52,Cochabamba,0,TECNICO
1163,200912,1,FAMILIAR,29,38078,29,12,8000,2284.41,1174.5,La Paz,1,PROFESIONAL
1164,200912,1,PROPIA,25,38586,12,12,726.68,2935,2248.49,Cochabamba,0,EDUCACION BASICA
1165,200912,0,PROPIA,36,33451,88,12,30000,1407.43,1389.76,Cochabamba,0,PROFESIONAL
1166,200912,1,FAMILIAR,32,39052,7,0,4228,39728.29,21438.98,La Paz,0,SUPERIOR
1167,200912,1,PROPIA,36,37020,58,12,2129.42,1700,1635.26,Santa Cruz,1,PROFESIONAL
1168,200912,0,FAMILIAR,26,37257,28,12,7000,11735,187.03,La Paz,0,TECNICO
1169,200912,0,PROPIA,30,39401,0,12,2690.91,1056,14147.63,Santa Cruz,0,TECNICO
1170,200912,0,FAMILIAR,41,38078,0,12,1500,0,0,La Paz,0,PROFESIONAL
1171,200912,1,PROPIA,24,39420,0,10,925.08,0,2710.09,Cochabamba,0,TECNICO
1172,200912,0,FAMILIAR,37,37742,69,0,3000,5880.23,2436.61,La Paz,0,PROFESIONAL
1173,200912,0,FAMILIAR,29,39417,18,0,6710,24248.45,0,La Paz,0,SIN EDUCACION
1174,200912,1,FAMILIAR,30,38869,26,12,850,1613.94,0,Santa Cruz,3,PROFESIONAL
1175,200912,1,FAMILIAR,26,38231,37,12,2558.61,2400,9524.55,Potosi,0,PROFESIONAL
1176,200912,1,FAMILIAR,33,37073,41,12,1000,4820,0,La Paz,2,PROFESIONAL
1177,200912,1,FAMILIAR,33,36892,17,12,2100,6420,20.43,La Paz,0,TECNICO
1178,200912,1,FAMILIAR,26,38200,12,12,2100,7197.98,5645.3,Cochabamba,0,TECNICO
1179,200912,1,PROPIA,53,33329,6,12,1407.79,750.6,750,Santa Cruz,0,PROFESIONAL
1180,200912,1,OTRAS,33,38718,25,0,6000,9168.33,1576.75,Santa Cruz,1,PROFESIONAL
1181,200912,1,FAMILIAR,27,35065,0,12,785.96,620,2333.17,La Paz,0,TECNICO
1182,200912,1,FAMILIAR,40,34700,9,10,3700,500,24922.49,Santa Cruz,0,TECNICO
1183,200912,1,FAMILIAR,34,35855,44,12,3802,3223.82,2345.81,Santa Cruz,0,PROFESIONAL
1184,200912,1,FAMILIAR,52,39022,0,12,1144.09,1900,108.96,Santa Cruz,0,EDUCACION BASICA
1185,200912,1,PROPIA,41,39300,8,12,1593.36,2000,8992.73,Santa Cruz,0,TECNICO
1186,200912,1,PROPIA,39,38078,90,7,15000,14906.78,0,La Paz,0,PROFESIONAL
1187,200912,1,PROPIA,29,37834,57,12,3555,21055,57094.38,Santa Cruz,1,PROFESIONAL
1188,200912,1,FAMILIAR,31,36892,7,12,1237.93,7993.92,1928.88,La Paz,0,PROFESIONAL
1189,200912,1,PROPIA,43,35916,90,12,26400,121543.4,0,La Paz,2,PROFESIONAL
1190,200912,0,FAMILIAR,35,38990,8,12,785.06,500,818.8,La Paz,1,TECNICO
1191,201001,0,FAMILIAR,29,37438,52,12,12050,32720,8668.23,La Paz,0,PROFESIONAL
1192,201001,0,FAMILIAR,42,37987,42,12,4200,6260.36,2191.07,La Paz,1,PROFESIONAL
1193,201001,1,PROPIA,27,39356,43,12,2171,3566,17133.31,La Paz,0,TECNICO
1194,201001,1,PROPIA,34,35065,0,12,696.07,739.4,4844.82,Santa Cruz,3,TECNICO
1195,201001,0,PROPIA,33,39203,17,12,6000,3250,22579.43,Santa Cruz,0,TECNICO
1196,201001,1,FAMILIAR,42,39295,115,12,1800,0,12957.04,Cochabamba,0,TECNICO
1197,201001,1,FAMILIAR,42,32295,39,12,3000,6410,39.43,Santa Cruz,0,TECNICO
1198,201001,1,FAMILIAR,48,39356,7,12,3200,5357,19650.27,La Paz,0,PROFESIONAL
1199,201001,0,FAMILIAR,32,38292,0,12,894.65,0,1518.81,La Paz,0,TECNICO
1200,201001,0,PROPIA,32,37257,37,12,5203,7985.34,2274.51,La Paz,1,PROFESIONAL
1201,201001,1,FAMILIAR,37,36039,75,12,10000,4144.19,0,La Paz,3,PROFESIONAL
1202,201001,1,FAMILIAR,40,39333,1,12,2679.05,0,9477.12,Cochabamba,0,PROFESIONAL
1203,201001,0,FAMILIAR,31,38139,17,12,2331.82,18696,3900.42,Santa Cruz,1,PROFESIONAL
1204,201001,0,PROPIA,49,32813,89,12,23796,0,25139.63,La Paz,0,PROFESIONAL
1205,201001,1,FAMILIAR,27,39234,8,4,6171,25600.21,42806.18,La Paz,1,PROFESIONAL
1206,201001,1,FAMILIAR,25,39295,0,12,969.2,0,5731.19,Santa Cruz,0,TECNICO
1207,201001,1,FAMILIAR,31,38384,12,12,3061.52,1799,694.24,Santa Cruz,0,TECNICO
1208,201001,1,FAMILIAR,23,38108,19,12,2000,6652.56,701.97,La Paz,0,PROFESIONAL
1209,201001,1,FAMILIAR,29,37895,0,12,3000,1016.69,15801.85,Santa Cruz,1,TECNICO
1210,201001,1,FAMILIAR,26,37987,34,0,6600,22052.08,5556.17,La Paz,1,SIN EDUCACION
1211,201001,1,PROPIA,24,35796,0,12,4000,0,10440.85,Potosi,0,TECNICO
1212,201001,1,FAMILIAR,22,39539,0,12,1100,0,4589.36,Santa Cruz,0,TECNICO
1213,201001,1,FAMILIAR,45,36100,94,12,14500,86472.09,18702.31,La Paz,0,PROFESIONAL
1214,201001,1,FAMILIAR,29,39202,0,12,1103.83,0,2228.66,Cochabamba,0,TECNICO
1215,201001,1,PROPIA,46,39417,2,4,1250,14400,14726.79,Santa Cruz,0,PROFESIONAL
1216,201001,0,FAMILIAR,55,35916,43,12,2200,3446.96,3309.12,Santa Cruz,2,PROFESIONAL
1217,201001,1,FAMILIAR,31,39476,0,12,2171.5,0,14404.54,Cochabamba,0,EDUCACION BASICA
1218,201001,1,FAMILIAR,23,38169,43,12,6178.19,9137.53,3532.65,La Paz,0,PROFESIONAL
1219,201001,0,PROPIA,46,33482,15,12,16000,121543.4,28707.3,La Paz,1,PROFESIONAL
1220,201001,1,FAMILIAR,27,37681,13,5,1500,6813.28,467.75,La Paz,0,PROFESIONAL
1221,201001,0,FAMILIAR,21,39356,0,12,900,720,602.64,La Paz,0,TECNICO
1222,201001,1,FAMILIAR,32,37803,24,12,2666.46,5441.88,4968.47,Santa Cruz,0,PROFESIONAL
1223,201001,1,PROPIA,22,38961,8,12,1350,3729.94,761.51,La Paz,1,TECNICO
1224,201001,0,PROPIA,58,31990,1,12,3500,12995,0,Santa Cruz,1,PROFESIONAL
1225,201001,0,FAMILIAR,37,34790,60,12,1500,8173.41,7468,La Paz,1,SUPERIOR
1226,201001,1,PROPIA,43,37012,0,12,786.63,0,3906,Cochabamba,0,TECNICO
1227,201001,1,PROPIA,30,37377,44,12,3000,10195.25,2450.73,Cochabamba,0,TECNICO
1228,201001,0,PROPIA,30,38749,0,12,1551.08,2628,1184.5,Santa Cruz,0,PROFESIONAL
1229,201001,0,FAMILIAR,61,36130,38,12,15000,123.13,0,La Paz,1,PROFESIONAL
1230,201001,0,PROPIA,51,31107,39,11,6200,38141.18,28.37,Santa Cruz,0,PROFESIONAL
1231,201001,1,FAMILIAR,34,37165,0,12,2500,0,5886.35,La Paz,4,PROFESIONAL
1232,201001,0,ALQUILADA,40,36892,0,12,2100,7224.36,0,La Paz,1,PROFESIONAL
1233,201001,1,FAMILIAR,26,38718,19,12,1099.9,6999.34,2577.11,La Paz,1,TECNICO
1234,201001,0,FAMILIAR,35,37926,60,12,3600,4883.28,2292.39,Santa Cruz,1,PROFESIONAL
1235,201001,1,FAMILIAR,22,40026,14,9,7200,800,747.06,La Paz,0,PROFESIONAL
1236,201001,1,FAMILIAR,31,38406,29,12,665.9,1700,109.37,La Paz,1,TECNICO
1237,201001,0,FAMILIAR,32,36161,19,12,3000,10087,933.68,La Paz,1,PROFESIONAL
1238,201001,1,FAMILIAR,37,39083,4,12,1000,5616,17.01,La Paz,1,PROFESIONAL
1239,201001,1,PROPIA,41,34943,80,0,3500,4319.34,0,La Paz,2,PROFESIONAL
1240,201001,0,FAMILIAR,29,38018,48,12,6989.4,16399.64,0,La Paz,1,PROFESIONAL
1241,201001,1,FAMILIAR,38,37895,85,12,2040,1403.3,1192.12,La Paz,4,TECNICO
1242,201001,0,FAMILIAR,26,36892,14,12,3575.67,1500,2649.65,La Paz,0,TECNICO
1243,201001,0,PROPIA,39,33208,86,12,11000,16810.14,2392.26,La Paz,0,PROFESIONAL
1244,201001,1,FAMILIAR,35,39264,15,10,6000,8299.97,0,Santa Cruz,1,PROFESIONAL
1245,201001,1,ALQUILADA,31,35947,0,12,10675,4284.06,0,Santa Cruz,1,TECNICO
1246,201001,1,PROPIA,33,37530,61,12,9252,0,14767.95,Santa Cruz,0,PROFESIONAL
1247,201001,1,FAMILIAR,40,37987,0,10,2600,0,51.42,La Paz,0,PROFESIONAL
1248,201001,1,FAMILIAR,35,36373,31,8,1359,2000,2990.83,Santa Cruz,0,TECNICO
1249,201001,1,FAMILIAR,37,37987,7,12,2250,4402.14,5386.73,La Paz,0,PROFESIONAL
1250,201001,0,FAMILIAR,30,39199,13,12,5000,16879,104.52,Santa Cruz,0,PROFESIONAL
1251,201001,1,FAMILIAR,42,39101,0,12,2854.13,400,9203.5,Santa Cruz,0,SUPERIOR
1252,201001,1,FAMILIAR,22,38292,0,9,900,1152,2655.99,Santa Cruz,0,PROFESIONAL
1253,201001,1,PROPIA,39,34090,87,12,12350,22917.27,0,La Paz,0,PROFESIONAL
1254,201001,1,FAMILIAR,24,37773,3,12,4900,1030.93,4596.78,La Paz,0,TECNICO
1255,201001,1,FAMILIAR,25,38930,22,11,1131.9,2000,2925.76,La Paz,0,TECNICO
1256,201001,1,FAMILIAR,29,35217,20,0,10000,6331.11,722.51,La Paz,0,SUPERIOR
1257,201001,1,FAMILIAR,24,38611,0,12,644.72,3215.19,1599.44,Santa Cruz,0,SUPERIOR
1258,201001,1,PROPIA,48,38933,25,12,707.71,0,4381.68,Cochabamba,0,TECNICO
1259,201001,1,FAMILIAR,22,38353,0,12,842.25,4126.08,3114.31,La Paz,0,TECNICO
1260,201001,1,FAMILIAR,33,36557,44,12,30000,339.98,0,Sucre,0,PROFESIONAL
1261,201001,0,FAMILIAR,51,28126,96,12,8400,26798.63,15426.9,La Paz,1,TECNICO
1262,201001,1,FAMILIAR,26,37530,0,12,1100,0,0,Cochabamba,0,EDUCACION BASICA
1263,201001,0,FAMILIAR,30,38353,17,12,3000,17347.7,1763.2,La Paz,0,PROFESIONAL
1264,201001,1,PROPIA,21,39499,0,12,886.81,0,686.42,La Paz,0,TECNICO
1265,201001,1,FAMILIAR,40,38596,0,12,1200,0,4879.47,Cochabamba,1,PROFESIONAL
1266,201001,1,FAMILIAR,63,34281,50,12,1012.69,2200,1399.08,La Paz,0,SUPERIOR
1267,201001,1,FAMILIAR,22,38523,8,12,1733.08,0,5000,Cochabamba,0,TECNICO
1268,201001,1,FAMILIAR,44,38718,0,12,1800,0,0,La Paz,2,PROFESIONAL
1269,201001,1,FAMILIAR,28,38261,16,12,2000,2455.59,0,Santa Cruz,0,EDUCACION BASICA
1270,201001,1,FAMILIAR,45,35827,97,12,5267,6964.87,5559.44,La Paz,0,PROFESIONAL
1271,201001,1,FAMILIAR,36,39114,5,12,1400,800,2159.43,La Paz,0,PROFESIONAL
1272,201001,0,FAMILIAR,34,39692,0,12,1682.62,0,3513.41,Santa Cruz,0,TECNICO
1273,201001,0,FAMILIAR,33,38896,0,12,2152,14018.38,6511.45,Cochabamba,1,TECNICO
1274,201001,0,FAMILIAR,36,36800,76,12,1800,25259.8,1726.4,La Paz,0,PROFESIONAL
1275,201001,1,FAMILIAR,28,38169,17,4,2500,5473,451.03,Santa Cruz,0,PROFESIONAL
1276,201001,1,FAMILIAR,52,39142,109,0,10900,119402.5,4993.11,Santa Cruz,0,PROFESIONAL
1277,201001,0,FAMILIAR,46,39022,0,1,3100,2000,11010.65,La Paz,0,TECNICO
1278,201001,1,FAMILIAR,29,38384,15,12,1000,2666.22,429.01,Santa Cruz,2,TECNICO
